,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
298401,R,249472,137663,ESO 234- G 032,33.9,,60.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
298403,R,249474,137663,ESO 234- G 032,33.9,,60.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
298483,,249538,137686,MCG -02-52-006,33.66,,54.0,Tully-Fisher,2011A&A...531A..87I,,,70.0,,31,"H, 2MASS, Malmquist corr."
298484,,249539,137686,MCG -02-52-006,33.66,,54.0,Tully-Fisher,2011A&A...531A..87I,,,70.0,,31,"H, UH88/IRSF/2MASS, Malmquist corr."
298560,,249604,137707,UGC 11579,34.94,,97.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298562,,249606,137707,UGC 11579,34.94,,97.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298563,,249607,137707,UGC 11579,34.96,,98.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298605,,249649,137719,NGC 6923,32.05,,25.7,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
298640,,249677,137725,UGC 11584,34.54,,80.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298641,,249678,137725,UGC 11584,34.55,,81.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298642,,249679,137725,UGC 11584,34.55,,81.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298643,,249680,137725,UGC 11584,34.6,,83.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298710,,249734,137738,NGC 6928,32.08,,26.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
298711,,249735,137738,NGC 6928,32.39,,30.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
298713,,249737,137738,NGC 6928,32.41,,30.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
298714,,249738,137738,NGC 6928,32.44,,30.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
298736,,249746,137740,NGC 6930,32.29,,28.7,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
298737,,249747,137740,NGC 6930,32.6,,33.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
298739,,249749,137740,NGC 6930,32.78,,36.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
298740,,249750,137740,NGC 6930,33.14,,42.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
298744,,249752,137742,ESO 528- G 017,34.11,,66.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298748,,249756,137742,ESO 528- G 017,34.28,,71.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298749,,249757,137742,ESO 528- G 017,34.29,,72.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298750,,249758,137742,ESO 528- G 017,34.29,,72.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298790,,249793,137760,NGC 6925,31.77,,22.6,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
298861,,249863,137769,NGC 6946,28.66,,5.4,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,CO
298864,,249866,137769,NGC 6946,28.7,,5.5,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,HI
298865,R,249867,137769,NGC 6946,29.03,,6.4,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
298893,,249875,137774,FGC 2277,33.39,,47.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298894,,249876,137774,FGC 2277,33.41,,48.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298895,,249877,137774,FGC 2277,33.43,,48.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298896,,249878,137774,FGC 2277,33.48,,49.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298905,,249887,137777,UGC 11595,34.09,,65.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298906,,249888,137777,UGC 11595,34.1,,66.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298907,,249889,137777,UGC 11595,34.1,,66.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298908,,249890,137777,UGC 11595,34.16,,68.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298933,,249914,137783,MCG -01-52-008,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298934,,249915,137783,MCG -01-52-008,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298935,,249916,137783,MCG -01-52-008,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298965,,249946,137803,UGC 11603,34.87,,94.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298966,,249947,137803,UGC 11603,34.88,,94.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298967,,249948,137803,UGC 11603,34.88,,94.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298986,,249966,137812,ESO 285- G 040,34.78,,90.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298987,,249967,137812,ESO 285- G 040,34.79,,90.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298988,,249968,137812,ESO 285- G 040,34.79,,90.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298989,,249969,137812,ESO 285- G 040,34.84,,92.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299062,,250025,137831,FGC 2280,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299063,,250026,137831,FGC 2280,35.4,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299064,,250027,137831,FGC 2280,35.41,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299065,,250028,137831,FGC 2280,35.46,,123.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299131,,250080,137857,MCG -01-52-016,32.96,,39.2,Tully-Fisher,2011A&A...531A..87I,,,70.0,,31,"H, 2MASS, Malmquist corr."
299132,,250081,137857,MCG -01-52-016,32.96,,39.2,Tully-Fisher,2011A&A...531A..87I,,,70.0,,31,"H, UH88/IRSF/2MASS, Malmquist corr."
299177,,250125,137878,UGC 11613,33.38,,47.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299178,,250126,137878,UGC 11613,33.39,,47.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299179,,250127,137878,UGC 11613,33.39,,47.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299194,,250138,137886,ESO 234- G 061,34.77,,89.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299195,,250139,137886,ESO 234- G 061,34.8,,91.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299196,,250140,137886,ESO 234- G 061,34.84,,93.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299197,,250141,137886,ESO 234- G 061,34.87,,94.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299237,,250173,137901,UGC 11612,34.98,,98.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299238,,250174,137901,UGC 11612,35.07,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299239,,250175,137901,UGC 11612,35.08,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299240,,250176,137901,UGC 11612,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299254,,250188,137907,ESO 186- G 075,33.56,,51.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299255,,250189,137907,ESO 186- G 075,33.57,,51.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299256,,250190,137907,ESO 186- G 075,33.59,,52.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299257,,250191,137907,ESO 186- G 075,33.63,,53.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299377,,250289,137956,FGC 2286,34.14,,67.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299378,,250290,137956,FGC 2286,34.15,,67.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299379,,250291,137956,FGC 2286,34.15,,67.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299380,,250292,137956,FGC 2286,34.21,,69.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299398,,250310,137965,IC 5003,31.09,,16.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
299400,,250312,137965,IC 5003,31.2,,17.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
299402,,250314,137965,IC 5003,31.42,,19.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
299428,,250340,137972,ESO 187- G 008,33.68,,54.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299430,,250342,137972,ESO 187- G 008,33.71,,55.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299431,,250343,137972,ESO 187- G 008,33.72,,55.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299433,,250345,137972,ESO 187- G 008,33.76,,56.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299519,R,250422,138007,NGC 6943,32.44,,30.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
299526,R,250429,138007,NGC 6943,32.68,,34.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
299571,,250474,138017,IC 5025,34.98,,98.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299572,,250475,138017,IC 5025,34.98,,99.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299573,,250476,138017,IC 5025,35.0,,100.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299574,,250477,138017,IC 5025,35.03,,101.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299796,,250662,138088,NGC 6962,32.52,,31.9,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
299873,,250719,138111,ESO 463- G 025,35.23,,111.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299874,,250720,138111,ESO 463- G 025,35.24,,112.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299875,,250721,138111,ESO 463- G 025,35.24,,112.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299878,,250724,138111,ESO 463- G 025,35.28,,114.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
299957,,250791,138135,IC 5026,32.89,,37.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
299958,,250792,138135,IC 5026,32.89,,37.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
299959,,250793,138135,IC 5026,32.9,,38.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
299961,,250795,138135,IC 5026,32.99,,39.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
300033,,250851,138162,FGC 2574,33.55,,51.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300034,,250852,138162,FGC 2574,33.55,,51.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300035,,250853,138162,FGC 2574,33.56,,51.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300070,,250878,138172,MCG -01-53-012,34.2,,69.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300071,,250879,138172,MCG -01-53-012,34.22,,69.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300072,,250880,138172,MCG -01-53-012,34.23,,70.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300145,,250935,138192,ESO 187- G 016,35.6,,132.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300146,,250936,138192,ESO 187- G 016,35.64,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300148,,250938,138192,ESO 187- G 016,35.68,,137.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300199,,250976,138209,ESO 187- G 019,35.59,,131.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300200,,250977,138209,ESO 187- G 019,35.62,,133.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300201,,250978,138209,ESO 187- G 019,35.66,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300485,,251217,138351,UGC 11647,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300486,,251218,138351,UGC 11647,35.32,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300487,,251219,138351,UGC 11647,35.32,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300491,,251223,138351,UGC 11647,35.37,,118.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
300562,,251273,138382,FGC 2292,34.42,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300563,,251274,138382,FGC 2292,34.42,,76.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300564,,251275,138382,FGC 2292,34.43,,76.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300565,,251276,138382,FGC 2292,34.5,,79.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
300784,R,251459,138472,NGC 6984,33.11,,41.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
300786,R,251461,138472,NGC 6984,33.14,,42.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
300910,,251571,138520,UGC 11656,34.8,,91.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300911,,251572,138520,UGC 11656,34.82,,92.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300912,,251573,138520,UGC 11656,34.83,,92.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301036,,251673,138594,FGC 2299,34.09,,65.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301037,,251674,138594,FGC 2299,34.11,,66.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301038,,251675,138594,FGC 2299,34.12,,66.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301039,,251676,138594,FGC 2299,34.17,,68.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301115,,251741,138637,UGC 11666,34.39,,75.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301116,,251742,138637,UGC 11666,34.44,,77.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301117,,251743,138637,UGC 11666,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301118,,251744,138637,UGC 11666,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301274,,251883,138732,FGC 2303,31.39,,19.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301275,,251884,138732,FGC 2303,31.48,,19.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301276,,251885,138732,FGC 2303,31.56,,20.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301277,,251886,138732,FGC 2303,31.61,,21.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301503,,252076,138867,FGCE 1557,35.69,,137.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301504,,252077,138867,FGCE 1557,35.72,,139.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301505,,252078,138867,FGCE 1557,35.74,,140.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301986,,252491,139097,ESO 187- G 058,33.19,,43.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301987,,252492,139097,ESO 187- G 058,33.21,,43.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301988,,252493,139097,ESO 187- G 058,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301993,,252498,139097,ESO 187- G 058,33.38,,47.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302000,,252505,139099,ESO 342- G 017,34.57,,81.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302001,,252506,139099,ESO 342- G 017,34.57,,81.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302002,,252507,139099,ESO 342- G 017,34.58,,82.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302003,,252508,139099,ESO 342- G 017,34.59,,82.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302139,,252608,139155,ESO 144- G 020,34.69,,86.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302140,,252609,139155,ESO 144- G 020,34.69,,86.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302141,,252610,139155,ESO 144- G 020,34.72,,88.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302173,,252637,139173,UGC 11706,34.24,,70.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302174,,252638,139173,UGC 11706,34.25,,70.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302175,,252639,139173,UGC 11706,34.25,,70.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302252,R,252697,139202,NGC 7038,33.34,,46.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
302260,R,252705,139202,NGC 7038,34.06,,64.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
302343,,252761,139230,UGC 11711,35.81,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302344,,252762,139230,UGC 11711,35.83,,147.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302345,,252763,139230,UGC 11711,35.84,,147.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302346,,252764,139230,UGC 11711,35.85,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302381,,252784,139238,ESO 107- G 016,31.95,,24.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302382,,252785,139238,ESO 107- G 016,31.96,,24.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302383,,252786,139238,ESO 107- G 016,31.96,,24.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302384,,252787,139238,ESO 107- G 016,32.06,,25.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302618,,252977,139330,IC 5096,33.84,,58.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302620,,252979,139330,IC 5096,33.97,,62.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302621,,252980,139330,IC 5096,33.99,,62.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302622,,252981,139330,IC 5096,34.0,,63.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302671,,253017,139348,UGC 11719,35.61,,132.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302672,,253018,139348,UGC 11719,35.61,,133.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302673,,253019,139348,UGC 11719,35.61,,133.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302676,,253022,139348,UGC 11719,35.82,,146.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
302732,,253066,139373,UGC 11721,34.02,,63.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302733,,253067,139373,UGC 11721,34.05,,64.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302734,,253068,139373,UGC 11721,34.05,,64.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302902,,253205,139451,ESO 287- G 009,33.47,,49.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
302903,,253206,139451,ESO 287- G 009,33.48,,49.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
302904,,253207,139451,ESO 287- G 009,33.5,,50.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
302905,,253208,139451,ESO 287- G 009,33.93,,61.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303106,,253369,139536,FGC 2323,35.02,,101.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
303107,,253370,139536,FGC 2323,35.05,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
303108,,253371,139536,FGC 2323,35.05,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
303109,,253372,139536,FGC 2323,35.31,,115.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303297,R,253500,139610,IC 5105A,33.48,,49.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
303299,R,253502,139610,IC 5105A,33.57,,51.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
303325,,253524,139624,ESO 342- G 044,36.21,,175.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303550,R,253711,139733,ESO 342- G 050,32.35,,29.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
303557,R,253718,139733,ESO 342- G 050,32.72,,35.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
303829,,253911,139819,NGC 7080,32.29,,28.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
303876,,253945,139843,ESO 403- G 003,34.64,,84.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303878,,253947,139843,ESO 403- G 003,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
303879,,253948,139843,ESO 403- G 003,35.16,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
303880,,253949,139843,ESO 403- G 003,35.19,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
303923,,253984,139866,UGC 11758,35.21,,110.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303924,,253985,139866,UGC 11758,35.33,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
303926,,253987,139866,UGC 11758,35.35,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
303927,,253988,139866,UGC 11758,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
303953,,254006,139876,FGC 2328,34.1,,65.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
303954,,254007,139876,FGC 2328,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
303955,,254008,139876,FGC 2328,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
303956,,254009,139876,FGC 2328,34.23,,70.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
304363,,254294,140037,FGC 2329,35.66,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
304364,,254295,140037,FGC 2329,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
304365,,254296,140037,FGC 2329,35.7,,138.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
304366,,254297,140037,FGC 2329,35.7,,138.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
304380,,254306,140039,UGC 11768,35.33,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
304382,,254308,140039,UGC 11768,35.34,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
304383,,254309,140039,UGC 11768,35.35,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
304384,,254310,140039,UGC 11768,35.38,,119.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
304596,R,254452,140105,NGC 7083,32.48,,31.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
304598,R,254454,140105,NGC 7083,32.68,,34.4,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
304699,,254538,140154,NGC 7090,28.94,,6.14,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
304709,,254548,140154,NGC 7090,29.13,,6.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
304721,,254560,140156,UGC 11778,36.21,,174.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
304722,,254561,140156,UGC 11778,36.21,,175.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
304723,,254562,140156,UGC 11778,36.22,,175.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
304919,,254731,140280,UGC 11785,34.47,,78.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
304920,,254732,140280,UGC 11785,34.49,,79.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
304921,,254733,140280,UGC 11785,34.5,,79.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
305043,,254834,140343,ESO 531- G 022,33.87,,59.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
305044,,254835,140343,ESO 531- G 022,33.88,,59.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
305045,,254836,140343,ESO 531- G 022,33.88,,59.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
